endereco_tse,cep,Logradouro,Tipo Logradouro,id_bairro
"RUA JOAQUIM FACÓ, 244",62840000,RUA JOAQUIM FACÓ,RUA,78
"RUA MIRALDO PEDRO ZIBETTI, 185 - FORUM ELEITORAL",85903160,RUA MIRALDO PEDRO ZIBETTI,RUA,73
"RUA FAUSTO LUSTOSA, 840 - CENTRO",64930000,RUA FAUSTO LUSTOSA,RUA,31
"RUA ALICE QUINTELA MAURICI REGADAS, 66 - TÉRREO",25953240,RUA ALICE QUINTELA MAURICI REGADAS,RUA,30
"RUA CEL. JORGE FRANTZ, 846",97900000,RUA CEL. JORGE FRANTZ,RUA,44
"PRAÇA SANTANA, N. 420",75400000,PRAÇA SANTANA,PRAÇA,39
"RUA ODILON MADER, 994 - FORUM ELEITORAL",83206080,RUA ODILON MADER,RUA,23
"RUA CORONEL SATURNINO PEREIRA, 53",37980000,RUA CORONEL SATURNINO PEREIRA,RUA,53
"RUA MARECHAL FLORIANO PEIXOTO, 296 - 5 ANDAR",96200380,RUA MARECHAL FLORIANO PEIXOTO,RUA,90
"RUA ALBERTO PASQUALINI, 798",97220000,RUA ALBERTO PASQUALINI,RUA,52
"RUA FUED ANTÔNIO, 8 - ANEXO AO EDIFÍCIO DO FÓRUM",28740000,RUA FUED ANTÔNIO,RUA,77
"RUA PLACÍDIO LEITE, N 84 - FÓRUM ELEITORAL",84990000,RUA PLACÍDIO LEITE,RUA,44
"RUA TUPARANDI, N. 64",78640000,RUA TUPARANDI,RUA,87
"RUA ARISTÓFANES FERNANDES, 25, CENTRO (PALÁCIO MANOEL DE MATOS)",59520000,RUA ARISTÓFANES FERNANDES,RUA,73
"RUA DIAS DA CRUZ, 787, 3 ANDAR",20720011,RUA DIAS DA CRUZ,RUA,86
"RUA SACADURA CABRAL, 226",20221161,RUA SACADURA CABRAL,RUA,76
"RUA EVARISTO GOMES, 41",62685000,RUA EVARISTO GOMES,RUA,24
"PRAÇA DA BANDEIRA, 10",38750000,PRAÇA DA BANDEIRA,PRAÇA,77
"RUA TERESA MOUCO DE OLIVEIRA, 157 - VILA MARACANÃ",5846420,RUA TERESA MOUCO DE OLIVEIRA,RUA,98
RUA GENERAL MARQUES 119,97670000,RUA GENERAL MARQUES 119,RUA,4
RUA MARTINHO DE CAMPOS S/N POSTO AGRICOLA,23515040,RUA MARTINHO DE CAMPOS S/N POSTO AGRICOLA,RUA,3
"RUA DEMIFONTE, 208",5201210,RUA DEMIFONTE,RUA,93
"RUA TIAGO PEDROSO, S/N",83280000,RUA TIAGO PEDROSO,RUA,89
"RUA SAINT HILAIRE, 187 - FORUM ELEITORAL",84035350,RUA SAINT HILAIRE,RUA,33
"RUA ANTONIO BENTO RODRIGUES, 1605",18240000,RUA ANTONIO BENTO RODRIGUES,RUA,40
"RUA 15 DE NOVEMBRO, S/N",69450000,RUA 15 DE NOVEMBRO,RUA,32
"RUA FREDERICO MAIA, S/N",57700000,RUA FREDERICO MAIA,RUA,73
RUA LEOPOLDINA REGO 754 - XI R.A.,21021522,RUA LEOPOLDINA REGO 754 - XI R.A.,RUA,72
"RUA CLÁUDIO CARNEIRO, 149,",65750000,RUA CLÁUDIO CARNEIRO,RUA,66
"TRAVESSA PIRAJÁ, S/N - 8H ÀS 14H",66087490,TRAVESSA PIRAJÁ,TRAVESSA,78
"RUA DILO GIANELLI, 88",13870574,RUA DILO GIANELLI,RUA,53
RUA CONEGO JACINTO 05,57260000,RUA CONEGO JACINTO 05,RUA,52
"RUA GOVERNADOR VALADARES, 454 - CASA 7 (TRAVESSA)",28909010,RUA GOVERNADOR VALADARES,RUA,70
RUA FILOMENA NUNES 961 - OLARIA,21021380,RUA FILOMENA NUNES 961 - OLARIA,RUA,57
RUA MARECHAL RONDON 101,68490000,RUA MARECHAL RONDON 101,RUA,99
RUA MANOEL DOS PASSOS S/N,49160000,RUA MANOEL DOS PASSOS S/N,RUA,87
"RUA CORONEL MANOEL JOSÉ DE SOUZA, 209",36800000,RUA CORONEL MANOEL JOSÉ DE SOUZA,RUA,44
RUA MISSIONÁRIO PERRIM SMITH S/N,65950000,RUA MISSIONÁRIO PERRIM SMITH S/N,RUA,55
"PRAÇA CORONEL CHICO ROMÃO, S/N",56140000,PRAÇA CORONEL CHICO ROMÃO,PRAÇA,28
RUA URANOS 1230 SALA 06,21060070,RUA URANOS 1230 SALA 06,RUA,52
RUA XAVIER CURADO S/N (CETEP - FAETEC),21610330,RUA XAVIER CURADO S/N (CETEP - FAETEC),RUA,88
"RUA JOSE DA COSTA CIRNE, 200",59343000,RUA JOSE DA COSTA CIRNE,RUA,58
"RUA GREGÓRIO AMÂNCIO, N 151",48730000,RUA GREGÓRIO AMÂNCIO,RUA,11
"RUA MAJOR MARTINS COELHO, 439 - FÓRUM",11800000,RUA MAJOR MARTINS COELHO,RUA,48
"RUA MARQUESA DE SANTOS, 52",9030080,RUA MARQUESA DE SANTOS,RUA,38
"RUA BENJAMIM CONSTANT, 135",59330000,RUA BENJAMIM CONSTANT,RUA,59
"RUA MAJOR FIEL, 299",62420000,RUA MAJOR FIEL,RUA,90
"RUA PRUDENTE DE MORAES, 624, CENTRO",17340000,RUA PRUDENTE DE MORAES,RUA,56
RUA TOCANTINS N 775,78655000,RUA TOCANTINS N 775,RUA,98
"RUA OSVALDO CRUZ, 129",79935000,RUA OSVALDO CRUZ,RUA,72
"RUA GOIÁS, 999",18700140,RUA GOIÁS,RUA,53
"PRAÇA NOSSA SENHORA DO PATROCÍNIO, 1118",14415000,PRAÇA NOSSA SENHORA DO PATROCÍNIO,PRAÇA,88
"RUA DES. JOSÉ MESSIAS, 396",64890000,RUA DES. JOSÉ MESSIAS,RUA,18
"RUA ÂNGELO ARI BIEZUS, N. 69, TÉRREO, COND. JUAN LUIS",89700000,RUA ÂNGELO ARI BIEZUS,RUA,94
"RUA ANDRADE NEVES, 195",96640000,RUA ANDRADE NEVES,RUA,92
"RUA CAMPO FORMOSO, 50, LOTEAMENTO SONHO VERDE",59156745,RUA CAMPO FORMOSO,RUA,52
"RUA MANAQUIRI, 125 PCA TRES PODERES",69250000,RUA MANAQUIRI,RUA,29
"RUA 24 DE JANEIRO, 243, CENTRO",64000080,RUA 24 DE JANEIRO,RUA,63
"RUA QUINZE, 75",38910000,RUA QUINZE,RUA,95
"RUA CAPITÃO DIAS, 222",11920000,RUA CAPITÃO DIAS,RUA,27
"RUA 13 DE JUNHO, N 216",57750000,RUA 13 DE JUNHO,RUA,67
"RUA PRESIDENTE VARGAS, 343",13465150,RUA PRESIDENTE VARGAS,RUA,36
"RUA MANOEL LOPES FILHO, 922",59380000,RUA MANOEL LOPES FILHO,RUA,50
"RUA CERQUEIRA CÉSAR, 333",14010130,RUA CERQUEIRA CÉSAR,RUA,25
"RUA EURICO SALLES, N. 230",29830000,RUA EURICO SALLES,RUA,44
"RUA LUIZ GUADALUPE, 334",35590000,RUA LUIZ GUADALUPE,RUA,17
"RUA VICENTE PORCIÚNCULA, N. 19",43900000,RUA VICENTE PORCIÚNCULA,RUA,82
"RUA MINAS GERAIS, 802",86170000,RUA MINAS GERAIS,RUA,65
"RUA CERQUEIRA CÉSAR, 333 - TÉRREO",14010130,RUA CERQUEIRA CÉSAR,RUA,21
"RUA MARECHAL DEODORO, 2294",98960000,RUA MARECHAL DEODORO,RUA,3
RUA COXILHA S/N - ADMINISTRAÇÃO REGIONAL DE CAMPO GRANDE,23070150,RUA COXILHA S/N - ADMINISTRAÇÃO REGIONAL DE CAMPO GRANDE,RUA,53
"RUA CEL. RAMIRO PEREIRA, 225",39960000,RUA CEL. RAMIRO PEREIRA,RUA,14
RUA CANOAS 583 (AO LADO DO FÓRUM),78890000,RUA CANOAS 583 (AO LADO DO FÓRUM),RUA,8
"RUA NOVE DE JULHO, 9 - TÉRREO",11960000,RUA NOVE DE JULHO,RUA,1
"RUA FRANCISCO CASTRO, 940",64800000,RUA FRANCISCO CASTRO,RUA,27
RUA PROF. ANTONIO LOPES S/N,65215000,RUA PROF. ANTONIO LOPES S/N,RUA,2
"RUA SÃO PAULO, S/N - FÓRUM",15570000,RUA SÃO PAULO,RUA,86
"RUA ALBERTINO LIRA 05, QUINTA DO INGLÊS",44571069,RUA ALBERTINO LIRA 05,RUA,78
"RUA GERVÁSIO MONTEIRO, 105, CENTRO",29400000,RUA GERVÁSIO MONTEIRO,RUA,41
"RUA BORGES DE MEDEIROS, S/N",83540000,RUA BORGES DE MEDEIROS,RUA,46
"RUA ELDORADO, 10",11900000,RUA ELDORADO,RUA,17
"RUA BARÃO DO RIO BRANCO, 452",98280000,RUA BARÃO DO RIO BRANCO,RUA,82
"PRAÇA DR. FRANCISCO DELMONDES QUEZADO, S/N",77770000,PRAÇA DR. FRANCISCO DELMONDES QUEZADO,PRAÇA,37
ESTRADA DA USINA RUA DOIS S/N EDIFICIO DO FORUM,28950000,ESTRADA DA USINA RUA DOIS S/N EDIFICIO DO FORUM,ESTRADA,59
"RUA MARECHAL DEODORO, 203",12500210,RUA MARECHAL DEODORO,RUA,17
RUA CORONEL FRANCISCO GOMES S/N,63140000,RUA CORONEL FRANCISCO GOMES S/N,RUA,74
"PRAÇA RUY BARBOSA, 671, FÓRUM, CENTRO",45360000,PRAÇA RUY BARBOSA,PRAÇA,49
"RUA MANDAGUARIS, 106",17600060,RUA MANDAGUARIS,RUA,24
"RUA PRESIDENTE CASTELO BRANCO, S/N",44550000,RUA PRESIDENTE CASTELO BRANCO,RUA,81
"PRAÇA MELO VIANA, 71 FUNDOS",34505300,PRAÇA MELO VIANA,PRAÇA,90
"RUA ODON BEZERRA, 309",58020500,RUA ODON BEZERRA,RUA,13
"RUA MIGUEL ALVES DINIZ , 406, LOJA 01",35670000,RUA MIGUEL ALVES DINIZ ,RUA,29
"RUA PADRE ANTUNES, N 57",44400000,RUA PADRE ANTUNES,RUA,57
"RUA GOVERNADOR BIAS FORTES, 77-A",36320000,RUA GOVERNADOR BIAS FORTES,RUA,74
"RUA ONOFRE ALVES FERREIRA,286",15190000,RUA ONOFRE ALVES FERREIRA,RUA,78
"RUA RIACHO DO SANGUE, 786",63480000,RUA RIACHO DO SANGUE,RUA,5
"RUA DR. JOSÉ LISBOA JÚNIOR, 67",17490000,RUA DR. JOSÉ LISBOA JÚNIOR,RUA,5
"RUA MARINA LA REGINA, 167",8550210,RUA MARINA LA REGINA,RUA,7
"RUA PADRE PEDRO PINTO, 5020",31660000,RUA PADRE PEDRO PINTO,RUA,15
"RUA FIGUEIREDO CAMARGO, 1133 SL. 302",21870210,RUA FIGUEIREDO CAMARGO,RUA,98
"RUA MARQUÊS DE SAPUCAÍ, 29",34000000,RUA MARQUÊS DE SAPUCAÍ,RUA,50
"RUA VIAMÃO, N. 049",94824300,RUA VIAMÃO,RUA,18
RUA TRINTA 281,38270000,RUA TRINTA 281,RUA,38
"RUA PROFESSOR JOÃO RODRIGUES, S/N",58150000,RUA PROFESSOR JOÃO RODRIGUES,RUA,30
"RUA 10, QD 01, LT 14, CASA 01, SETOR NOSSA SENHORA DE FÁTIMA",75830000,RUA 10,RUA,54
"RUA 9 DE JULHO, 816",16400110,RUA 9 DE JULHO,RUA,54
"RUA SABIÁ, QUADRA 22, LOTES 18/19",68473000,RUA SABIÁ,RUA,6
"RUA RONDONÓPOLIS, 76W",78575000,RUA RONDONÓPOLIS,RUA,92
"RUA GREGÓRIO ZANDONADE, 15",29375000,RUA GREGÓRIO ZANDONADE,RUA,51
"RUA 15 DE NOVEMBRO, N. 25",69540000,RUA 15 DE NOVEMBRO,RUA,19
"RUA CAPITÃO PAULA, 66",39670000,RUA CAPITÃO PAULA,RUA,4
"RUA TRAVASSOS FURTADO, 135",65390000,RUA TRAVASSOS FURTADO,RUA,90
"RUA LACERDA WERNECK, 95",36790000,RUA LACERDA WERNECK,RUA,35
"RUA  LAFAIETE SPÍNOLA CASTRO, 1463 - SALA 6 - TÉRREO",15025510,RUA  LAFAIETE SPÍNOLA CASTRO,RUA,58
"RUA FELICIANO SODRE, 153",24440440,RUA FELICIANO SODRE,RUA,22
"RUA 7 DE SETEMBRO, 2570, SALA 6, ED. LEOLINO BALDISSERA",89900000,RUA 7 DE SETEMBRO,RUA,12
"RUA FRANCISCO CARVALHO DE ANDRADE, 278",14270000,RUA FRANCISCO CARVALHO DE ANDRADE,RUA,35
"RUA XV DE NOVEMBRO, 492 - FÓRUM ELEITORAL",86825000,RUA XV DE NOVEMBRO,RUA,11
"RUA LOURENÇO ÂNGELO BUZATO, 752",83501000,RUA LOURENÇO ÂNGELO BUZATO,RUA,35
"RUA ELIZABETTA LIPS, 303",6763190,RUA ELIZABETTA LIPS,RUA,18
RUA CEL. ANTONIO ANTUNES S/N,59584000,RUA CEL. ANTONIO ANTUNES S/N,RUA,81
"RUA COMANDANTE MORAES REGO, N.700",85980000,RUA COMANDANTE MORAES REGO,RUA,86
"RUA FLORIANO PEIXOTO, 515",14730000,RUA FLORIANO PEIXOTO,RUA,75
"PRAÇA PADRE VICTOR COELHO DE ALMEIDA, 342",12570000,PRAÇA PADRE VICTOR COELHO DE ALMEIDA,PRAÇA,41
"RUA 07 DE SETEMBRO, N. 122 CENTRO",65895000,RUA 07 DE SETEMBRO,RUA,73
"RUA ABÍLIO GOMES, 322",18650000,RUA ABÍLIO GOMES,RUA,65
"PRAÇA FLORIANO PEIXOTO, 66, SERRO",39150000,PRAÇA FLORIANO PEIXOTO,PRAÇA,7
"RUA JOSÉ SALLES, 210 - FÓRUM ELEITORAL",86420000,RUA JOSÉ SALLES,RUA,59
"RUA MADAME ALBERTINA HOLZ, 79",29730000,RUA MADAME ALBERTINA HOLZ,RUA,30
"RUA DA LIBERDADE,422",6411190,RUA DA LIBERDADE,RUA,57
"RUA LUIZ MOREIRA LIMA, S/N",63680000,RUA LUIZ MOREIRA LIMA,RUA,25
"RUA GAL. TAUMATURGO AZEVEDO, 665",64100000,RUA GAL. TAUMATURGO AZEVEDO,RUA,12
"RUA ALMIRANTE BARROSO, 1176 - SALA 109 - FÓRUM",96170000,RUA ALMIRANTE BARROSO,RUA,12
"RUA DR. TOSTES, 180",95880000,RUA DR. TOSTES,RUA,50
"RUA GETÚLIO VARGAS, 197 - MINI-SHOPPING - SALA 11",17580000,RUA GETÚLIO VARGAS,RUA,8
RUA HILARIO ETTORE 378,27570000,RUA HILARIO ETTORE 378,RUA,26
"RUA D-13, QUADRA 17, S/N, LOTE 2",68926166,RUA D-13,RUA,30
"RUA XV DE NOVEMBRO, 288",29101055,RUA XV DE NOVEMBRO,RUA,53
RUA JARDIM BOTÂNICO 1060,22460000,RUA JARDIM BOTÂNICO 1060,RUA,84
RUA JARDIM BOTÂNICO 1060,22460000,RUA JARDIM BOTÂNICO 1060,RUA,44
"RUA MARIA AMÁLIA LOPES AZEVEDO, 657",2350012,RUA MARIA AMÁLIA LOPES AZEVEDO,RUA,79
"RUA SIQUEIRA CAMPOS, 37, CENTRO (NA RUA POR TRÁS DA IGREJA MATRIZ)",55380000,RUA SIQUEIRA CAMPOS,RUA,69
"RUA LUIZ TARGINO MOREIRA, S/N,",58233000,RUA LUIZ TARGINO MOREIRA,RUA,89
"RUA SANTANA, N 219",39650000,RUA SANTANA,RUA,33
"RUA HELARINA LUIZA DE MATOS, S/N",84200000,RUA HELARINA LUIZA DE MATOS,RUA,96
"RUA DR.CLYBAS PINTO FERRAZ, 75 - SALA C",19800040,RUA DR.CLYBAS PINTO FERRAZ,RUA,48
"RUA ALFREDO JUSTINO, 1100",79603000,RUA ALFREDO JUSTINO,RUA,74
"RUA DAS LARANJEIRAS, 1477,",65725000,RUA DAS LARANJEIRAS,RUA,81
"RUA TIRADENTES, 877 - FÓRUM",17930000,RUA TIRADENTES,RUA,26
"PRAÇA SIQUEIRA CAMPOS, S/N",56260000,PRAÇA SIQUEIRA CAMPOS,PRAÇA,93
"RUA FRANCISCO CÂMARA, 144 - CENTRO",61700000,RUA FRANCISCO CÂMARA,RUA,72
"RUA CAMPO GRANDE, 60",57460000,RUA CAMPO GRANDE,RUA,64
"RUA URBANO SANTOS, 66, CENTRO",65840000,RUA URBANO SANTOS,RUA,95
"RUA DUQUE DE CAXIAS, 45",79320060,RUA DUQUE DE CAXIAS,RUA,53
"RUA BENEDITO DE OLIVEIRA, ESQ. RUA GONÇALO FERREIRA - 8H AS 13H",68750000,RUA BENEDITO DE OLIVEIRA,RUA,87
"RUA TENENTE WASTINGNEY WANDENKOLK WANDERLEY, S/N. FORUM LOCAL",55270000,RUA TENENTE WASTINGNEY WANDENKOLK WANDERLEY,RUA,36
"RUA CLAUDIO MANOEL DA COSTA ,S/N",39260000,RUA CLAUDIO MANOEL DA COSTA ,RUA,23
"PRAÇA PLATÃO, 399 - CENTRO",39495000,PRAÇA PLATÃO,PRAÇA,36
RUA PROJETADA,58910000,RUA PROJETADA,RUA,88
RUA JORNAL VOZ DO PLANALTO   S/N   (AO LADO DA FALUB),55815155,RUA JORNAL VOZ DO PLANALTO   S/N   (AO LADO DA FALUB),RUA,74
"RUA ARAGUAIA, ESQ C/ AMÂNCIO DE MORAES - PÇA DO MERCADO",77600000,RUA ARAGUAIA,RUA,43
"RUA MARQUES DE OLINDA, 236",55580000,RUA MARQUES DE OLINDA,RUA,30
"RUA VEREADOR EDMUNDO ERN, 64 - SALA 1",89190000,RUA VEREADOR EDMUNDO ERN,RUA,15
"RUA CORONEL PAULINO TEIXEIRA, 619 - TÉRREO",95760000,RUA CORONEL PAULINO TEIXEIRA,RUA,15
"RUA GODOFREDO VIANA, 400",22730020,RUA GODOFREDO VIANA,RUA,70
"RUA 506, N. 300, QUADRA 08, LOTES 3/4/5",75706450,RUA 506,RUA,27
"RUA PRUDENTE DE MORAIS, 118",84600000,RUA PRUDENTE DE MORAIS,RUA,80
"RUA GOIÁS, 446",18570000,RUA GOIÁS,RUA,91
"RUA VER. DR. PEDRO DE BORTOLI, 260, FÓRUM ELEITORAL",83430000,RUA VER. DR. PEDRO DE BORTOLI,RUA,54
RUA XV DE NOVEMBRO 1445 - FÓRUM ELEITORAL,83880000,RUA XV DE NOVEMBRO 1445 - FÓRUM ELEITORAL,RUA,47
"RUA ESMERALDINO BANDEIRA, 66 - CENTRO (EM FRENTE À BIBLIOTECA PÚBLICA)",55680000,RUA ESMERALDINO BANDEIRA,RUA,66
"RUA SANTOS DUMONT S/N Q.13 LT. 7, 8, 9.",85440000,RUA SANTOS DUMONT S/N Q.13 LT. 7,RUA,75
"RUA SYNÉSIO ANDRADE BORGES, 565",86490000,RUA SYNÉSIO ANDRADE BORGES,RUA,45
